;2025;2030;2035;2040;2045;2050
159;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727
160;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787
161;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363
162;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436
163;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407
164;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359
165;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855
166;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091
167;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039
168;5,4798E-05;5,4798E-05;5,4798E-05;5,4798E-05;5,4798E-05;5,4798E-05
169;5,4219E-05;5,4219E-05;5,4219E-05;5,4219E-05;5,4219E-05;5,4219E-05
170;5,5029E-05;5,5029E-05;5,5029E-05;5,5029E-05;5,5029E-05;5,5029E-05
171;5,5856E-05;5,5856E-05;5,5856E-05;5,5856E-05;5,5856E-05;5,5856E-05
172;5,698E-05;5,698E-05;5,698E-05;5,698E-05;5,698E-05;5,698E-05
173;5,9227E-05;5,9227E-05;5,9227E-05;5,9227E-05;5,9227E-05;5,9227E-05
174;6,1609E-05;6,1609E-05;6,1609E-05;6,1609E-05;6,1609E-05;6,1609E-05
175;6,336E-05;6,336E-05;6,336E-05;6,336E-05;6,336E-05;6,336E-05
176;6,6114E-05;6,6114E-05;6,6114E-05;6,6114E-05;6,6114E-05;6,6114E-05
177;7,0246E-05;7,0246E-05;7,0246E-05;7,0246E-05;7,0246E-05;7,0246E-05
178;7,2175E-05;7,2175E-05;7,2175E-05;7,2175E-05;7,2175E-05;7,2175E-05
179;7,322E-05;7,322E-05;7,322E-05;7,322E-05;7,322E-05;7,322E-05
180;6,7167E-05;6,7167E-05;6,7167E-05;6,7167E-05;6,7167E-05;6,7167E-05
181;5,8478E-05;5,8478E-05;5,8478E-05;5,8478E-05;5,8478E-05;5,8478E-05
182;5,0816E-05;5,0816E-05;5,0816E-05;5,0816E-05;5,0816E-05;5,0816E-05
183;4,6556E-05;4,6556E-05;4,6556E-05;4,6556E-05;4,6556E-05;4,6556E-05
184;4,4352E-05;4,4352E-05;4,4352E-05;4,4352E-05;4,4352E-05;4,4352E-05
185;4,2423E-05;4,2423E-05;4,2423E-05;4,2423E-05;4,2423E-05;4,2423E-05
186;4,0495E-05;4,0495E-05;4,0495E-05;4,0495E-05;4,0495E-05;4,0495E-05
187;3,8567E-05;3,8567E-05;3,8567E-05;3,8567E-05;3,8567E-05;3,8567E-05
188;3,6703E-05;3,6703E-05;3,6703E-05;3,6703E-05;3,6703E-05;3,6703E-05
189;3,5736E-05;3,5736E-05;3,5736E-05;3,5736E-05;3,5736E-05;3,5736E-05
190;3,4197E-05;3,4197E-05;3,4197E-05;3,4197E-05;3,4197E-05;3,4197E-05
191;3,6575E-05;3,6575E-05;3,6575E-05;3,6575E-05;3,6575E-05;3,6575E-05
192;4,2854E-05;4,2854E-05;4,2854E-05;4,2854E-05;4,2854E-05;4,2854E-05
193;4,4016E-05;4,4016E-05;4,4016E-05;4,4016E-05;4,4016E-05;4,4016E-05
194;4,8015E-05;4,8015E-05;4,8015E-05;4,8015E-05;4,8015E-05;4,8015E-05
195;4,8613E-05;4,8613E-05;4,8613E-05;4,8613E-05;4,8613E-05;4,8613E-05
196;5,0609E-05;5,0609E-05;5,0609E-05;5,0609E-05;5,0609E-05;5,0609E-05
197;5,1115E-05;5,1115E-05;5,1115E-05;5,1115E-05;5,1115E-05;5,1115E-05
198;5,0777E-05;5,0777E-05;5,0777E-05;5,0777E-05;5,0777E-05;5,0777E-05
199;5,0412E-05;5,0412E-05;5,0412E-05;5,0412E-05;5,0412E-05;5,0412E-05
200;5,0412E-05;5,0412E-05;5,0412E-05;5,0412E-05;5,0412E-05;5,0412E-05
201;5,0432E-05;5,0432E-05;5,0432E-05;5,0432E-05;5,0432E-05;5,0432E-05
202;5,0963E-05;5,0963E-05;5,0963E-05;5,0963E-05;5,0963E-05;5,0963E-05
203;5,0963E-05;5,0963E-05;5,0963E-05;5,0963E-05;5,0963E-05;5,0963E-05
204;5,0963E-05;5,0963E-05;5,0963E-05;5,0963E-05;5,0963E-05;5,0963E-05
205;4,6263E-05;4,6263E-05;4,6263E-05;4,6263E-05;4,6263E-05;4,6263E-05
206;4,6338E-05;4,6338E-05;4,6338E-05;4,6338E-05;4,6338E-05;4,6338E-05
207;4,6148E-05;4,6148E-05;4,6148E-05;4,6148E-05;4,6148E-05;4,6148E-05
208;4,7495E-05;4,7495E-05;4,7495E-05;4,7495E-05;4,7495E-05;4,7495E-05
209;5,5095E-05;5,5095E-05;5,5095E-05;5,5095E-05;5,5095E-05;5,5095E-05
210;5,785E-05;5,785E-05;5,785E-05;5,785E-05;5,785E-05;5,785E-05
211;5,9778E-05;5,9778E-05;5,9778E-05;5,9778E-05;5,9778E-05;5,9778E-05
212;6,0648E-05;6,0648E-05;6,0648E-05;6,0648E-05;6,0648E-05;6,0648E-05
213;6,2966E-05;6,2966E-05;6,2966E-05;6,2966E-05;6,2966E-05;6,2966E-05
214;6,517E-05;6,517E-05;6,517E-05;6,517E-05;6,517E-05;6,517E-05
215;7,0756E-05;7,0756E-05;7,0756E-05;7,0756E-05;7,0756E-05;7,0756E-05
216;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994
217;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472
218;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333
219;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657
220;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961
221;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819
222;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254
223;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219
224;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929
225;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333
226;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921
227;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131
228;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348
229;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398
230;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863
231;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727
232;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787
233;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363
234;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436
235;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407
236;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359
237;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855
238;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091
239;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039
240;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994
241;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472
242;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333
243;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657
244;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961
245;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819
246;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254
247;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219
248;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929
249;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333
250;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921
251;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131
252;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348
253;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398
254;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863
255;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727
256;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787
257;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363
258;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436
259;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407
260;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359
261;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855
262;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091
263;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039
264;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994
265;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472
266;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333
267;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657
268;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961
269;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819
270;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254
271;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219
272;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929
273;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333
274;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921
275;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131
276;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348
277;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398
278;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863
279;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727
280;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787
281;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363
282;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436
283;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407
284;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359
285;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855
286;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091
287;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039
288;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994
289;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472
290;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333
291;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657
292;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961
293;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819
294;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254
295;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219
296;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929
297;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333
298;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921
299;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131
300;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348
301;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398
302;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863
303;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727
304;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787
305;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363
306;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436
307;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407
308;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359
309;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855
310;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091
311;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039
312;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994;0,000108994
313;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472;0,000105472
314;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333;0,000107333
315;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657;0,000111657
316;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961;0,000132961
317;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819;0,00015819
318;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254;0,000188254
319;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219;0,000196219
320;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929;0,00019929
321;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333;0,000200333
322;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921;0,000198921
323;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131;0,000196131
324;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348;0,000194348
325;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398;0,000192398
326;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863;0,000190863
327;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727;0,000179727
328;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787;0,000174787
329;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363;0,000162363
330;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436;0,000149436
331;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407;0,000139407
332;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359;0,00013359
333;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855;0,000124855
334;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091;0,000112091
335;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039;0,000112039
336;5,4798E-05;5,4798E-05;5,4798E-05;5,4798E-05;5,4798E-05;5,4798E-05
